Product_Name,Revenue,Revenue_Rank
"Rock And Roll Is Dead",0.99,352
"Fly By Night",0.99,352
"Samba Do Jato",0.99,352
"Super Terrorizer",0.99,352
"Ram It Down",0.99,352
Flash,0.99,352
"One Step Closer",0.99,352
Outbreak,0.99,352
"Down On The Corner",0.99,352
SKA,0.99,352
"Homem Primata (Vinheta)",0.99,352
"Começaria Tudo Outra Vez",0.99,352
Brasil,0.99,352
"The Messiah: Behold, I Tell You a Mystery... The Trumpet Shall Sound",0.99,352
Prowler,0.99,352
"Sam With The Showing Scalp Flat Top",0.99,352
"When I Had Your Love",0.99,352
"Blissed & Gone",0.99,352
Dujji,0.99,352
"The Alchemist",0.99,352
"So Fast, So Numb",0.99,352
Desire,0.99,352
"Bell Bottom Blues",0.99,352
"Say It Loud, I'm Black And I'm Proud Pt.1",0.99,352
"Beach Sequence",0.99,352
"Gatas Extraordinárias",0.99,352
"Put Your Lights On",0.99,352
"Scentless Apprentice",0.99,352
"Sister Awake",0.99,352
"I Heard Love Is Blind",0.99,352
Purgatory,0.99,352
"The More I See",0.99,352
"Hit The Lights",0.99,352
Crossfire,0.99,352
"#9 Dream",0.99,352
"Straight Out Of Line",0.99,352
"Todo Mundo Explica",0.99,352
"Little Guitars (Intro)",0.99,352
RV,0.99,352
"Real Thing",0.99,352
Fire,0.99,352
Oceans,0.99,352
"The Unwritten Law",0.99,352
"I Feel Good (I Got You) - Sossego",0.99,352
"Não Vou Ficar",0.99,352
"Flash of The Blade",0.99,352
"The Last Remaining Light",0.99,352
"As Dores do Mundo",0.99,352
"The Great Gig In The Sky",0.99,352
"Love Don't Mean a Thing",0.99,352
"Samba Em Prelúdio",0.99,352
"Uma Brasileira",0.99,352
"Canário Do Reino",0.99,352
"Brain Stew",0.99,352
"All Within My Hands",0.99,352
Estranged,0.99,352
Sereia,0.99,352
"Três Lados",0.99,352
"Samba pras moças",0.99,352
"See You",0.99,352
"Body Count's In The House",0.99,352
"Dazed And Confused",0.99,352
"Radio Song",0.99,352
"I Still Haven't Found What I'm Looking for",0.99,352
"Um Amor Puro",0.99,352
"Night Time Is The Right Time",0.99,352
"Shining In The Light",0.99,352
Futureal,0.99,352
"Chão De Estrelas",0.99,352
"O Que Vai Em Meu Coração",0.99,352
"Get Off Of My Cloud",0.99,352
"Romeo et Juliette: No. 11 - Danse des Chevaliers",0.99,352
"Wildest Dreams",0.99,352
"Maria Fumaça",0.99,352
"Through The Never",0.99,352
"Get On The Snake",0.99,352
"Opachorô (Live)",0.99,352
Saudosismo,0.99,352
"Black Mountain Side",0.99,352
"Can't Get There From Here",0.99,352
Lemon,0.99,352
"Walkin' Blues",0.99,352
"Blind Man",0.99,352
"Destitute Illusions",0.99,352
Nothingman,0.99,352
"Eleanor Rigby",0.99,352
"So What",0.99,352
"Às Vezes",0.99,352
"Sing Joyfully",0.99,352
"Hard Luck Woman",0.99,352
Cure,0.99,352
Crackerman,0.99,352
Letterbomb,0.99,352
"Maracatu Atômico",0.99,352
"Stairway To Heaven",0.99,352
"The Zephyr Song",0.99,352
"On Fire",0.99,352
"God Gave Rock 'n' Roll To You",0.99,352
Chaos-Control,0.99,352
"One For The Road",0.99,352
"Don't Cry (Original)",0.99,352
Dezesseis,0.99,352
Anthem,0.99,352
"So Por Amor",0.99,352
"In Your Honor",0.99,352
"Do what cha wanna",0.99,352
"Freewheel Burning",0.99,352
"Save Me",0.99,352
"A Man And A Woman",0.99,352
Otay,0.99,352
"Green River",0.99,352
"32 Dentes",0.99,352
"De Ja Vu",0.99,352
"Grito De Alerta",0.99,352
"Paisagem Na Janela",0.99,352
"Edie (Ciao Baby)",0.99,352
"Canon and Gigue in D Major: I. Canon",0.99,352
"Lord of Light",0.99,352
"You Shook Me(2)",0.99,352
"O Xote Das Meninas",0.99,352
Winterlong,0.99,352
Zambação,0.99,352
"Trupets Of Jericho",0.99,352
"No Quarter",0.99,352
"The Unforgettable Fire",0.99,352
"Put The Finger On You",0.99,352
"Papa's Got A Brand New Bag Pt.1",0.99,352
Slug,0.99,352
Molina,0.99,352
Tradição,0.99,352
"Been A Son",0.99,352
"Mean Disposition",0.99,352
"Intro / Stronger Than Me",0.99,352
"Another Life",0.99,352
"So What",0.99,352
"Little Linda",0.99,352
"Toda Menina Baiana",0.99,352
Tatuagem,0.99,352
"Out On The Tiles",0.99,352
"As Profecias",0.99,352
Secrets,0.99,352
Confusion,0.99,352
"Can You See Me",0.99,352
Alive,0.99,352
"Nobody's Home",0.99,352
Bora-Bora,0.99,352
"O Descobridor Dos Sete Mares",0.99,352
"2 Minutes To Midnight",0.99,352
Exploder,0.99,352
"Santa Clara Clareou",0.99,352
"Crystal Ball",0.99,352
"Walk On",0.99,352
Fortuneteller,0.99,352
Deixa,0.99,352
"La Bella Luna",0.99,352
"Padre Cícero",0.99,352
"Fear Of The Dark",0.99,352
She,0.99,352
"My World",0.99,352
"(White Man) In Hammersmith Palais",0.99,352
"Love Comes",0.99,352
"Sábado A Noite",0.99,352
Ro-Que-Se-Da-Ne,0.99,352
"So Beautiful",0.99,352
"Camarão que Dorme e Onda Leva",0.99,352
"Hey, Johnny Park!",0.99,352
"Under The Sun/Every Day Comes and Goes",0.99,352
"Since I've Been Loving You",0.99,352
"Shiny Happy People",0.99,352
"Hawkmoon 269",0.99,352
"Tombstone Shadow",0.99,352
Paranoid,0.99,352
"2 A.M.",0.99,352
"Dirty Love",0.99,352
"Time Is On My Side",0.99,352
"Two Fanfares for Orchestra: II. Short Ride in a Fast Machine",0.99,352
"Dream Of Mirrors",0.99,352
"Mistério da Raça",0.99,352
"Holier Than Thou",0.99,352
"Loud Love",0.99,352
"Estrela (Live)",0.99,352
"Texto "Verdade Tropical"",0.99,352
"Pretty Persuasion",0.99,352
Babyface,0.99,352
"Nobody Knows You When You're Down & Out",0.99,352
"Janie's Got A Gun",0.99,352
"Black Capricorn Day",0.99,352
MFC,0.99,352
"Metrô. Linha 743",0.99,352
"'Round Midnight",0.99,352
"O Braço Da Minha Guitarra",0.99,352
"Anyway, Anyhow, Anywhere",0.99,352
"Symphony No. 2: III. Allegro vivace",0.99,352
"Afraid To Shoot Strangers",0.99,352
"The Show Must Go On",0.99,352
"King Nothing",0.99,352
Plush,0.99,352
"Sympton of the Universe",0.99,352
"Um Passeio No Mundo Livre",0.99,352
"Dazed And Confused",0.99,352
"By The Way",0.99,352
"Atomic Punk",0.99,352
"Take This Bottle",0.99,352
"Dust N' Bones",0.99,352
"Da Lama Ao Caos",0.99,352
"Meninos E Meninas",0.99,352
Freewill,0.99,352
"Tudo Na Mais Santa Paz",0.99,352
"Medo De Escuro",0.99,352
"Moon germs",0.99,352
"Bicycle Race",0.99,352
"Rock Of Ages",0.99,352
"Bad Moon Rising",0.99,352
"Quase Um Segundo",0.99,352
"Heaven Can Wait",0.99,352
"Coração De Estudante",0.99,352
"Wild Hearted Son",0.99,352
Moth,0.99,352
"The Pilgrim",0.99,352
"Travelling Riverside Blues",0.99,352
"Dança Da Solidão",0.99,352
"Entrando Na Sua (Intro)",0.99,352
"Gates Of Urizen",0.99,352
"Bittersweet Me",0.99,352
"I Still Haven't Found What I'm Looking For",0.99,352
Layla,0.99,352
"Restless and Wild",0.99,352
"Night Train",0.99,352
"Sons Of Freedom",0.99,352
"(Wish I Could) Hideaway",0.99,352
"União Da Ilha",0.99,352
Intro,0.99,352
"Sweethearts Together",0.99,352
"You Know I'm No Good (feat. Ghostface Killah)",0.99,352
"09 - Iron Maiden",0.99,352
"Die Die My Darling",0.99,352
Breadfan,0.99,352
Heliopolis,0.99,352
"Aquele Abraço",0.99,352
"Bye, Bye Brasil",0.99,352
"Celebration Day",0.99,352
"O Dia Em Que A Terra Parou",0.99,352
"Hang 'Em High",0.99,352
"Home Sick Home",0.99,352
"I Can't Remember",0.99,352
"Lazy Gun",0.99,352
"1/2 Full",0.99,352
"No One Came",0.99,352
"Up An' Atom",0.99,352
Manguetown,0.99,352
"To Tame A Land",0.99,352
"Cold Gin",0.99,352
"The Memory Remains",0.99,352
Duende,0.99,352
"Guess Who's Back",0.99,352
"Por Que Será",0.99,352
"Tendo A Lua",0.99,352
"Eu Amo Você",0.99,352
"Sign Of The Cross",0.99,352
"Some Kind Of Monster",0.99,352
"White Riot",0.99,352
Yesterdays,0.99,352
Doutor,0.99,352
"A Cura",0.99,352
Stars,0.99,352
"Feirinha da Pavuna/Luz do Repente/Bagaço da Laranja",0.99,352
"Burn Away",0.99,352
"Immigrant Song",0.99,352
"It's Late",0.99,352
"Wake Up Dead Man",0.99,352
"Born On The Bayou",0.99,352
"Iron Man",0.99,352
Insensível,0.99,352
"O Leaozinho",0.99,352
Jailbait,0.99,352
"King Of Pain",0.99,352
"Fantasia On Greensleeves",0.99,352
"Ghost Of The Navigator",0.99,352
"Água de Beber",0.99,352
"It's a Mistake",0.99,352
"Nothing To Say",0.99,352
"Refavela (Live)",0.99,352
Terra,0.99,352
"When The Levee Breaks",0.99,352
Surrender,0.99,352
"Tears In Heaven",0.99,352
"Rag Doll",0.99,352
"Blow Your Mind",0.99,352
"Given To Fly",0.99,352
E.C.T.,0.99,352
Jeru,0.99,352
"Quem Mata A Mulher Mata O Melhor",0.99,352
"Act IV, Symphony",0.99,352
"From Here To Eternity",0.99,352
Creep,0.99,352
"[Just Like] Starting Over",0.99,352
"Are We The Waiting",0.99,352
"O Cidadão Do Mundo",0.99,352
"Rock & Roll",0.99,352
"Sir Psycho Sexy",0.99,352
"Cuckoo For Caca",0.99,352
"Like a Stone",0.99,352
"Os Alquimistas Estão Chegando",0.99,352
"Wanted Dread And Alive",0.99,352
Acrobat,0.99,352
"The Cut Runs Deep",0.99,352
"Rios Pontes & Overdrives",0.99,352
Indios,0.99,352
"Dirty Little Thing",0.99,352
Avisa,0.99,352
"Good Golly Miss Molly",0.99,352
"Enquanto O Dia Não Vem",0.99,352
"Another One Bites The Dust",0.99,352
Vertigo,0.99,352
"When Love & Hate Collide",0.99,352
Perplexo,0.99,352
Flores,0.99,352
"Caught Somewhere in Time",0.99,352
Slave,0.99,352
"I Don't Wanna Be Kissed (By Anyone But You)",0.99,352
"Lil' Evil",0.99,352
"Until We Fall",0.99,352
"These Colours Don't Run",0.99,352
"Dazed and Confused",0.99,352
"De Noite Na Cama",0.99,352
"My Mistake",0.99,352
"Bad, Bad Leroy Brown",0.99,352
"Killing Floor",0.99,352
"Over The Hills And Far Away",0.99,352
Leave,0.99,352
"New Year's Day",0.99,352
"Maria Rosa",0.99,352
"Heart In Your Hand",0.99,352
"Before You Accuse Me",0.99,352
Viradouro,0.99,352
"Primal Scream",0.99,352
"Moon Is Up",0.99,352
"Some Unholy War",0.99,352
"04 - Running Free",0.99,352
"Am I Evil?",0.99,352
"Song For Lorraine",0.99,352
"Tempo Rei",0.99,352
"Vai Passar",0.99,352
"Immigrant Song",0.99,352
Bê-a-Bá,0.99,352
"Got That Feeling",0.99,352
"Sea Of Sorrow",0.99,352
"Radio Song",0.99,352
"Get Right",0.99,352
"Boogie Blues",0.99,352
"Vulcão Dub - Fui Eu",0.99,352
"Join Together",0.99,352
"The Trooper",0.99,352
Beth,0.99,352
"Damage Inc.",0.99,352
"The Sun Road",0.99,352
"Top O' The Morning To Ya",0.99,352
"Como É Duro Trabalhar",0.99,352
Caleidoscópio,0.99,352
Você,0.99,352
Wrathchild,0.99,352
"Poprocks And Coke",0.99,352
"The Call Of Ktulu",0.99,352
"Hard To Handle",0.99,352
"Civil War",0.99,352
"Falar A Verdade",0.99,352
Satisfação,0.99,352
"It's Only Love",0.99,352
"Coração Em Desalinho",0.99,352
"Disenchanted Lullaby",0.99,352
"Tomorrow's Dream",0.99,352
"Nothin' To Lose",0.99,352
"Sleep On The Sidewalk",0.99,352
"Nem Um Dia",0.99,352
"Walking On The Water",0.99,352
"Flying High Again",0.99,352
"Caras Como Eu",0.99,352
"Fortunes Of War",0.99,352
"Menino Do Rio",0.99,352
"Live To Win",0.99,352
"De Do Do Do, De Da Da Da",0.99,352
"Karelia Suite, Op.11: 2. Ballade (Tempo Di Menuetto)",0.99,352
"Heaven Can Wait",0.99,352
"Mas Que Nada",0.99,352
"Everything I Need",0.99,352
"Prenda Minha",0.99,352
"Misty Mountain Hop",0.99,352
"Perfect Circle",0.99,352
"Before You Accuse Me",0.99,352
"Hell Ain't A Bad Place To Be",0.99,352
"Hooked Up",0.99,352
"Iron Maiden",0.99,352
"Do You Have Other Loves?",0.99,352
"Adios nonino",0.99,352
"Phantom Of The Opera",0.99,352
"Who Wants To Live Forever",0.99,352
"Ain't My Bitch",0.99,352
"Sex Type Thing",0.99,352
"Construção / Deus Lhe Pague",0.99,352
"Hots On For Nowhere",0.99,352
"Can't Stop Loving You",0.99,352
"The Gentle Art Of Making Enemies",0.99,352
"Mama Africa",0.99,352
"Jah Seh No",0.99,352
"So Cruel",0.99,352
"Hey Cisco",0.99,352
"Banditismo Por Uma Questa",0.99,352
Será,0.99,352
Porcelain,0.99,352
Headspace,0.99,352
"Xote Dos Milagres",0.99,352
"Rock 'N' Roll Music",0.99,352
Papelão,0.99,352
"Se Liga",0.99,352
"Two Steps Behind [Acoustic Version]",0.99,352
"Garota de Ipanema (Dick Farney)",0.99,352
"O Beco",0.99,352
Marvin,0.99,352
"River Song",0.99,352
"The Meaning Of The Blues",0.99,352
"Disappearing Act",0.99,352
"Jacob's Ladder",0.99,352
"My Love",0.99,352
"Tempos Modernos",0.99,352
"Lucky 13",0.99,352
"It Was A Very Good Year",0.99,352
"Ozone Baby",0.99,352
"New Test Leper",0.99,352
"Bullet The Blue Sky",0.99,352
"As Aparências Enganam",0.99,352
"Trampled Under Foot",0.99,352
"Home Sweet Home",0.99,352
"Love Is Strong",0.99,352
"Tears Dry On Their Own",0.99,352
"Fear Of The Dark",0.99,352
"Crash Course In Brain Surgery",0.99,352
"Bleed Together",0.99,352
Sampa,0.99,352
"Sozinho (Hitmakers Classic Mix)",0.99,352
"Puteiro Em João Pessoa",0.99,352
"Higher Ground",0.99,352
"Ashes To Ashes",0.99,352
"Rollover D.J.",0.99,352
Cropduster,0.99,352
"Flight Of The Rat",0.99,352
"Let Me Off Uptown",0.99,352
"Protesto Do Olodum (Ao Vivo)",0.99,352
"Let's See Action",0.99,352
"Bring Your Daughter... ...To The Slaughter",0.99,352
"God Of Thunder",0.99,352
"Sad Statue",0.99,352
Salutations,0.99,352
"Think About You",0.99,352
"Pot-Pourri N.º 5",0.99,352
"Life During Wartime",0.99,352
"O Que Me Importa",0.99,352
"Ghost Of The Navigator",0.99,352
"Best Thing",0.99,352
"Fade To Black",0.99,352
"Dead Horse",0.99,352
Casa,0.99,352
"Funky Piano",0.99,352
"Sweet Lady Luck",0.99,352
Razor,0.99,352
N.I.B.,0.99,352
"I Still Love You",0.99,352
"Fight From The Inside",0.99,352
"Staring At The Sun",0.99,352
Acelerou,0.99,352
Believer,0.99,352
Domingo,0.99,352
"Lord Of The Flies",0.99,352
"Podres Poderes",0.99,352
"Can't Stand Losing You",0.99,352
"Concerto No.2 in F Major, BWV1047, I. Allegro",0.99,352
"Wasting Love",0.99,352
"Ipiranga 2001",0.99,352
"Down Under",0.99,352
"Ava Adore",0.99,352
Pau-De-Arara,0.99,352
"My Time After Awhile",0.99,352
"Rock & Roll",0.99,352
"Carnival Of Sorts",0.99,352
"Like A Song...",0.99,352
"Problem Child",0.99,352
"When You Gonna Learn (Digeridoo)",0.99,352
"Women In Uniform",0.99,352
"Palavras Ao Vento",0.99,352
"Um Love",0.99,352
"On A Plain",0.99,352
"Army Ants",0.99,352
"A Midsummer Night's Dream, Op.61 Incidental Music: No.7 Notturno",0.99,352
"Running Free",0.99,352
"It's A Hard Life",0.99,352
"Seek & Destroy",0.99,352
"Riviera Paradise",0.99,352
"Jealous Guy",0.99,352
"American Idiot",0.99,352
"Trocando Em Miúdos",0.99,352
"Achilles Last Stand",0.99,352
"I Could Have Lied",0.99,352
Dreams,0.99,352
"Master Of Puppets",0.99,352
"Lords of Karma",0.99,352
Leash,0.99,352
"Even Better Than The Real Thing",0.99,352
"Cascades : I'm Not Your Lover",0.99,352
"Quando Você Voltar",0.99,352
"Get On Top",0.99,352
"Big Machine",0.99,352
"Woodpecker From Mars",0.99,352
"Long Tall Sally",0.99,352
"Voce Inteira",0.99,352
"One Man's Meat",0.99,352
"Cinema Mudo",0.99,352
"Os Cegos Do Castelo",0.99,352
"Seventh Son of a Seventh Son",0.99,352
"Macy's Day Parade",0.99,352
Breathe,0.99,352
"Billie Jean",0.99,352
Millenium,0.99,352
Lavadeira,0.99,352
"White Feather",0.99,352
"Os Exilados",0.99,352
"My Kind Of Town",0.99,352
"Body Count Anthem",0.99,352
"Poor Tom",0.99,352
"How The West Was Won And Where It Got Us",0.99,352
"God Part II",0.99,352
Fascinação,0.99,352
"You Fool No One",0.99,352
"Wild Side",0.99,352
Respectable,0.99,352
"Just Friends",0.99,352
"The Fugitive",0.99,352
"Momentos Que Marcam",0.99,352
"The Small Hours",0.99,352
"A Paz",0.99,352
"Atrás Da Verd-E-Rosa Só Não Vai Quem Já Morreu",0.99,352
"Thank You",0.99,352
"A Sua",0.99,352
"Here I Am (Come And Take Me)",0.99,352
Helpless,0.99,352
Forgiven,0.99,352
"Morning Glory",0.99,352
"Inside Job",0.99,352
"You Keep On Moving",0.99,352
"Baba O'Riley",0.99,352
"The Assassin",0.99,352
"I Was Made For Loving You",0.99,352
"Welcome Home (Sanitarium)",0.99,352
"I Can't Explain",0.99,352
"Mr. Brownstone",0.99,352
"Samba Da Volta",0.99,352
"Navegar Impreciso",0.99,352
Intro,0.99,352
"When Evening Falls",0.99,352
"Ride The Lightning",0.99,352
"Black Moon Creeping",0.99,352
"Funk de Bamba",0.99,352
"Onde Você Mora?",0.99,352
"Assim Caminha A Humanidade",0.99,352
"Evil Ways",0.99,352
"You're Gonna Break My Hart Again",0.99,352
"Over And Out",0.99,352
"Blood In The Wall",0.99,352
"Do You Love Me",0.99,352
"All Dead, All Dead",0.99,352
Mofo,0.99,352
Se...,0.99,352
"Long As I Can See The Light",0.99,352
"No More Tears",0.99,352
"Ponto De Interrogação",0.99,352
"Ponta de Areia",0.99,352
"I Looked At You",0.99,352
"Iron Maiden",0.99,352
"Camisa Verde 2001",0.99,352
Praise,0.99,352
Juazeiro,0.99,352
Texarkana,0.99,352
Seconds,0.99,352
"Wonderful Tonight",0.99,352
"Go Down",0.99,352
"Living In America",0.99,352
Prowler,0.99,352
"Meu Mundo Fica Completo (Com Você)",0.99,352
Manuel,0.99,352
Polly,0.99,352
"Life Line",0.99,352
"Prometheus Overture, Op. 43",0.99,352
"The Number Of The Beast",0.99,352
"I Want To Break Free",0.99,352
Whiplash,0.99,352
"Wall Of Denial",0.99,352
"Oh, My Love",0.99,352
"I Fucking Hate You",0.99,352
"Boogie With Stu",0.99,352
"If You Have To Ask",0.99,352
Jump,0.99,352
"A Small Victory",0.99,352
"O Boto (Bôto)",0.99,352
"Always With Me, Always With You",0.99,352
W.M.A.,0.99,352
"Vavoom : Ted The Mechanic",0.99,352
"Underwater Love",0.99,352
Dandelion,0.99,352
Onibusfobia,0.99,352
"O Bicho Tá Pregando",0.99,352
"Bass Trap",0.99,352
"Ramshackle Man",0.99,352
"Caçador de Mim (Sá & Guarabyra)",0.99,352
Caleidoscópio,0.99,352
"Prá Dizer Adeus",0.99,352
"Can I Play With Madness",0.99,352
"The Frayed Ends Of Sanity",0.99,352
"War (The Process)",0.99,352
"All Night Thing",0.99,352
"Deep Waters",0.99,352
"Tapa Aqui, Descobre Ali",0.99,352
"Waterhole (Expresso Bongo)",0.99,352
"Zé Trindade",0.99,352
"What Now My Love",0.99,352
"Thank You",0.99,352
"I Remember California",0.99,352
"When Love Comes To Town",0.99,352
"Alô, Alô, Marciano",0.99,352
Stormbringer,0.99,352
Demorou!,0.99,352
Corinna,0.99,352
"You Know I'm No Good",0.99,352
"Afraid To Shoot Strangers",0.99,352
"Only A Dream In Rio",0.99,352
"The Struggle Within",0.99,352
"The Day I Tried To Live",0.99,352
Refazenda,0.99,352
"Linha Do Equador",0.99,352
"What Is And What Should Never Be",0.99,352
"It's The End Of The World As We Know It (And I Feel Fine)",0.99,352
"I Would Do For You",0.99,352
"You Oughta Know",0.99,352
"Manifest Destiny",0.99,352
Drifter,0.99,352
"Jean Pierre (Live)",0.99,352
Denúncia,0.99,352
"Pinball Wizard",0.99,352
"No Prayer For The Dying",0.99,352
"Master Of Puppets",0.99,352
Cigaro,0.99,352
"Loving You Sunday Morning",0.99,352
"It's So Easy",0.99,352
"Interlude Zumbi",0.99,352
Dezesseis,0.99,352
"Around The World",0.99,352
Primary,0.99,352
Powerslave,0.99,352
Believe,0.99,352
"Low Man's Lyric",0.99,352
"Miracle To Me",0.99,352
"Todo o Carnaval tem seu Fim",0.99,352
"Double Talkin' Jive",0.99,352
"Podes Crer",0.99,352
"I Belong To You",0.99,352
Persuasion,0.99,352
"Looking For Love",0.99,352
"What If I Do?",0.99,352
"The Begining... At Last",0.99,352
"Comin' Home",0.99,352
Discotheque,0.99,352
"Up Around The Bend",0.99,352
"Querem Meu Sangue",0.99,352
"Run to the Hills",0.99,352
"Eu Apenas Queria Que Voçê Soubesse",0.99,352
"Beijo Partido",0.99,352
"Twentienth Century Fox",0.99,352
"Requiem, Op.48: 4. Pie Jesu",0.99,352
"Run To The Hilss",0.99,352
"X-9 2001",0.99,352
"Forty Days Instrumental",0.99,352
"Let Me Love You Baby",0.99,352
Carouselambra,0.99,352
Low,0.99,352
"All I Want Is You",0.99,352
"Night Of The Long Knives",0.99,352
"Get Up Offa That Thing",0.99,352
"Coroné Antonio Bento",0.99,352
"El Farol",0.99,352
"Smells Like Teen Spirit",0.99,352
"The River (Remix)",0.99,352
"Amy Amy Amy (Outro)",0.99,352
"The Trooper",0.99,352
"Radio GA GA",0.99,352
"Jump In The Fire",0.99,352
"Leave My Girl Alone",0.99,352
"Whatever Gets You Thru the Night",0.99,352
"Make Me Believe",0.99,352
"Minha Historia",0.99,352
"Ten Years Gone",0.99,352
"Rock Das Aranhas (Ao Vivo) (Live)",0.99,352
"Ain't Talkin' 'bout Love",0.99,352
Kindergarten,0.99,352
"Falando De Amor",0.99,352
"The Wind Cries Mary",0.99,352
Animal,0.99,352
"Pictures Of Home",0.99,352
"Pot-Pourri N.º 4",0.99,352
"Você Fugiu",0.99,352
"Drown Me Slowly",0.99,352
"Dance Enquanto é Tempo",0.99,352
"Hip Hop Rio",0.99,352
"Spanish Eyes",0.99,352
"The Battle Rages On",0.99,352
"Chão de Giz (Elba Ramalho)",0.99,352
"Ela Disse Adeus",0.99,352
"Run To The Hills",0.99,352
"Stuck With Me",0.99,352
"Eye Of The Beholder",0.99,352
"Know Your Rights",0.99,352
"Call Me a Dog",0.99,352
Colibri,0.99,352
"Livre Pra Viver",0.99,352
"Pseudo Silk Kimono",0.99,352
Fica,0.99,352
"New York, New York",0.99,352
"That's The Way",0.99,352
"The Wrong Child",0.99,352
"Casa no Campo",0.99,352
"Posso Perder Minha Mulher, Minha Mãe, Desde Que Eu Tenha O Rock And Roll",0.99,352
"Já Foi",0.99,352
"You Got Me Rocking",0.99,352
"Symphony No. 41 in C Major, K. 551, "Jupiter": IV. Molto allegro",0.99,352
"Face In The Sand",0.99,352
"Eu Vim Da Bahia - Live",0.99,352
"The God That Failed",0.99,352
"Rusty Cage",0.99,352
"De Ouro E Marfim (Live)",0.99,352
"Esse Cara",0.99,352
Cuyahoga,0.99,352
"Old Love",0.99,352
"Livin' On The Edge",0.99,352
"Deeper Underground",0.99,352
"World Wide Suicide",0.99,352
"Comin' Home",0.99,352
Nefertiti,0.99,352
"I Can See For Miles",0.99,352
"Étude 1, In C Major - Preludio (Presto) - Liszt",0.99,352
Tailgunner,0.99,352
Deuce,0.99,352
"The Outlaw Torn",0.99,352
B.Y.O.B.,0.99,352
"Iron Man/Children of the Grave",0.99,352
"Um Satélite Na Cabeça",0.99,352
Aloha,0.99,352
"Dirty Water Dog",0.99,352
"Falling To Pieces",0.99,352
"Where The Wild Things Are",0.99,352
"Sometimes Salvation",0.99,352
"Chapa o Coco",0.99,352
"Bad Obsession",0.99,352
Firmamento,0.99,352
"Finding My Way",0.99,352
"Still Of The Night",0.99,352
"Free Me",0.99,352
"Bored To Tears",0.99,352
"Diamonds And Rust (Live)",0.99,352
"Seven Seas Of Rhye",0.99,352
"Original Of The Species",0.99,352
"Baltimore, DC",0.99,352
"Fortunate Son",0.99,352
"Bark at the Moon",0.99,352
"Homem Primata",0.99,352
"Hallowed Be Thy Name",0.99,352
"Diga Lá, Coração",0.99,352
"Para Lennon E McCartney",0.99,352
"Sweet Soul Sister",0.99,352
"Symphony No. 104 in D Major "London": IV. Finale: Spiritoso",0.99,352
Transylvania,0.99,352
"Advance Romance",0.99,352
"Seek And You Shall Find",0.99,352
Rhinocerous,0.99,352
"Meu Guarda-Chuva",0.99,352
Realword,0.99,352
"Fool In The Rain",0.99,352
Electrolite,0.99,352
"When Love Comes To Town",0.99,352
"After Midnight",0.99,352
"Evil Walks",0.99,352
"Get Up (I Feel Like Being A) Sex Machine",0.99,352
"Miss Sarajevo",0.99,352
"Do You Like The Way",0.99,352
Polly,0.99,352
"Take the Box",0.99,352
Drifter,0.99,352
"A Kind Of Magic",0.99,352
"The Four Horsemen",0.99,352
Tightrope,0.99,352
Faceless,0.99,352
"Apesar De Você",0.99,352
"Hats Off To (Roy) Harper",0.99,352
"Little Guitars",0.99,352
"Everything's Ruined",0.99,352
"Hey Joe",0.99,352
Porch,0.99,352
Hush,0.99,352
"Jungle Drums",0.99,352
"Uns Dias",0.99,352
Duelists,0.99,352
"Your Time Has Come",0.99,352
"Vou Pra Ai",0.99,352
"Any Colour You Like",0.99,352
"New York",0.99,352
"You Can't Do it Right (With the One You Love)",0.99,352
"Carta Ao Tom 74",0.99,352
"Luis Inacio (300 Picaretas)",0.99,352
Balanço,0.99,352
"Hallowed Be Thy Name",0.99,352
Jaded,0.99,352
Blackened,0.99,352
Bankrobber,0.99,352
"You Could Be Mine",0.99,352
"Amor Demais",0.99,352
"Assaltaram A Gramática",0.99,352
Muçulmano,0.99,352
Verdade,0.99,352
Everlong,0.99,352
"Body Count",0.99,352
"Stairway To Heaven",0.99,352
"Freedom For My People",0.99,352
"Atrás da Porta",0.99,352
"Cotton Fields",0.99,352
"When The World Was Young",0.99,352
"The Angel And The Gambler",0.99,352
"Vida De Cachorro",0.99,352
"Aos Leões",0.99,352
"Paint It Black",0.99,352
"Dance Of Death",0.99,352
"Jesus Christ Pose",0.99,352
"Copacabana (Live)",0.99,352
Carolina,0.99,352
"Communication Breakdown",0.99,352
"Stay (Faraway, So Close!)",0.99,352
Alberta,0.99,352
"Were Do We Go From Here",0.99,352
Black,0.99,352
Socorro,0.99,352
"The Pan Piper",0.99,352
"Happy Jack",0.99,352
"Metopes, Op. 29: Calypso",0.99,352
"Poor Twisted Me",0.99,352
"Where The River Goes",0.99,352
"Never Say Die",0.99,352
"Wake Me Up When September Ends",0.99,352
Sobremesa,0.99,352
"Can't Stop",0.99,352
Neworld,0.99,352
"From Out Of Nowhere",0.99,352
"De La Luz",0.99,352
Slither,0.99,352
"Feel It",0.99,352
"Computadores Fazem Arte",0.99,352
"Are You Gonna Go My Way",0.99,352
"Closer To The Heart",0.99,352
"Um Homem Chamado Alfredo",0.99,352
"No Way Back",0.99,352
"All For You",0.99,352
"Metal Meltdown",0.99,352
"Crumbs From Your Table",0.99,352
"Groovus Interruptus",0.99,352
"Será Que Vai Chover?",0.99,352
"Não Vou Lutar",0.99,352
"Children of the Damned",0.99,352
"Não Dá Mais Pra Segurar (Explode Coração)",0.99,352
Love,0.99,352
